sitemap_url	stage_path	status	size_bytes	ttfb_ms	total_ms	result
https://xn--80aehcht5ci1b.xn--p1ai/	/	200	1301956	45.461	170.926	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvesty-v-rostove-na-donu/	/kvesty-v-rostove-na-donu/	200	223257	57.242	163.445	PASS
https://xn--80aehcht5ci1b.xn--p1ai/40letpobedy216/	/40letpobedy216/	200	1259241	57.251	265.861	PASS
https://xn--80aehcht5ci1b.xn--p1ai/among_us/	/among_us/	200	1129755	57.408	273.846	PASS
https://xn--80aehcht5ci1b.xn--p1ai/amongus-land/	/amongus-land/	200	1554800	29.774	94.348	PASS
https://xn--80aehcht5ci1b.xn--p1ai/beguschij_v_labirinte/	/beguschij_v_labirinte/	200	1124535	19.186	168.009	PASS
https://xn--80aehcht5ci1b.xn--p1ai/brawl_stars/	/brawl_stars/	200	1327608	26.69	162.77	PASS
https://xn--80aehcht5ci1b.xn--p1ai/contacts/	/contacts/	200	764073	29.268	163.216	PASS
https://xn--80aehcht5ci1b.xn--p1ai/den-rozhdeniya-na-vr-arene/	/den-rozhdeniya-na-vr-arene/	200	1172141	27.169	133.192	PASS
https://xn--80aehcht5ci1b.xn--p1ai/den-rozhdeniya-uznik-azkabana/	/den-rozhdeniya-uznik-azkabana/	200	1227381	22.169	131.609	PASS
https://xn--80aehcht5ci1b.xn--p1ai/garri-potter-i-kubok-ognya/	/garri-potter-i-kubok-ognya/	200	1129272	26.985	630.487	PASS
https://xn--80aehcht5ci1b.xn--p1ai/guardeskypereulog61/	/guardeskypereulog61/	200	1011591	28.611	85.194	PASS
https://xn--80aehcht5ci1b.xn--p1ai/hostel-podval-pytok/	/hostel-podval-pytok/	200	921546	38.975	90.198	PASS
https://xn--80aehcht5ci1b.xn--p1ai/igra_v_kalmara/	/igra_v_kalmara/	200	1134278	18.983	119.381	PASS
https://xn--80aehcht5ci1b.xn--p1ai/igra-v-kalmara-lend/	/igra-v-kalmara-lend/	200	1317430	26.074	161.165	PASS
https://xn--80aehcht5ci1b.xn--p1ai/indiana/	/indiana/	200	988850	26.525	546.957	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kids/	/kids/	200	1647603	18.893	302.033	PASS
https://xn--80aehcht5ci1b.xn--p1ai/krasnormerskaya103/	/krasnormerskaya103/	200	1030087	26.253	208.646	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_dom_prizrakov/	/kvest_v_realnosti_dom_prizrakov/	200	991186	32.712	133.891	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_fantom/	/kvest_v_realnosti_fantom/	200	933691	23.881	325.555	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_garri_potter_/	/kvest_v_realnosti_garri_potter_/	200	981794	26.228	134.333	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_harry_potter_i_krestrazh/	/kvest_v_realnosti_harry_potter_i_krestrazh/	200	986775	26.618	208.476	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_koralina/	/kvest_v_realnosti_koralina/	200	993575	27.5	758.062	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_noch_v_museum_ograblenie/	/kvest_v_realnosti_noch_v_museum_ograblenie/	200	987248	26.364	464.954	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_ograblenie_banka_bumazhniy_dom/	/kvest_v_realnosti_ograblenie_banka_bumazhniy_dom/	200	987591	19.381	639.543	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_psihbolnitsa/	/kvest_v_realnosti_psihbolnitsa/	200	992395	26.29	130.777	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_sherlock_holms/	/kvest_v_realnosti_sherlock_holms/	200	983536	26.372	105.439	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_wednesday/	/kvest_v_realnosti_wednesday/	200	979923	26.889	133.968	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_zamok_drakuly/	/kvest_v_realnosti_zamok_drakuly/	200	989743	26.322	257.608	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_zapad/	/kvest_v_realnosti_zapad/	200	948529	26.301	183.729	PASS
https://xn--80aehcht5ci1b.xn--p1ai/magnitogorskaya1/	/magnitogorskaya1/	200	1232714	26.349	287.421	PASS
https://xn--80aehcht5ci1b.xn--p1ai/minecraft/	/minecraft/	200	1131297	26.546	677.272	PASS
https://xn--80aehcht5ci1b.xn--p1ai/minecraft-lend/	/minecraft-lend/	200	1122373	19.518	565.945	PASS
https://xn--80aehcht5ci1b.xn--p1ai/mira27/	/mira27/	200	901716	26.176	231.945	PASS
https://xn--80aehcht5ci1b.xn--p1ai/mystery_shack/	/mystery_shack/	200	994391	26.24	209.803	PASS
https://xn--80aehcht5ci1b.xn--p1ai/nagibina14/	/nagibina14/	200	1075167	26.286	258.167	PASS
