sitemap_url	stage_path	status	size_bytes	ttfb_ms	total_ms	result
https://xn--80aehcht5ci1b.xn--p1ai/	/	200	1300848	80.991	4332.18	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvesty-v-rostove-na-donu/	/kvesty-v-rostove-na-donu/	200	222121	79.375	325.078	PASS
https://xn--80aehcht5ci1b.xn--p1ai/40letpobedy216/	/40letpobedy216/	200	1258496	79.4	6449.602	PASS
https://xn--80aehcht5ci1b.xn--p1ai/among_us/	/among_us/	200	1129494	78.552	3546.764	PASS
https://xn--80aehcht5ci1b.xn--p1ai/amongus-land/	/amongus-land/	200	1554231	49.936	6671.217	PASS
https://xn--80aehcht5ci1b.xn--p1ai/beguschij_v_labirinte/	/beguschij_v_labirinte/	200	1124210	97.014	13590.095	PASS
https://xn--80aehcht5ci1b.xn--p1ai/brawl_stars/	/brawl_stars/	200	1327323	43.818	7625.551	PASS
https://xn--80aehcht5ci1b.xn--p1ai/contacts/	/contacts/	200	765557	87.656	5957.452	PASS
https://xn--80aehcht5ci1b.xn--p1ai/den-rozhdeniya-na-vr-arene/	/den-rozhdeniya-na-vr-arene/	200	1171772	44.715	7929.469	PASS
https://xn--80aehcht5ci1b.xn--p1ai/den-rozhdeniya-uznik-azkabana/	/den-rozhdeniya-uznik-azkabana/	200	1226774	47.124	8774.158	PASS
https://xn--80aehcht5ci1b.xn--p1ai/garri-potter-i-kubok-ognya/	/garri-potter-i-kubok-ognya/	200	1128903	41.832	8565.533	PASS
https://xn--80aehcht5ci1b.xn--p1ai/guardeskypereulog61/	/guardeskypereulog61/	200	1011768	51.399	8708.349	PASS
https://xn--80aehcht5ci1b.xn--p1ai/hostel-podval-pytok/	/hostel-podval-pytok/	200	921191	52.561	7898.341	PASS
https://xn--80aehcht5ci1b.xn--p1ai/igra_v_kalmara/	/igra_v_kalmara/	200	1133931	47.721	6754.034	PASS
https://xn--80aehcht5ci1b.xn--p1ai/igra-v-kalmara-lend/	/igra-v-kalmara-lend/	200	1316137	48.563	5886.725	PASS
https://xn--80aehcht5ci1b.xn--p1ai/indiana/	/indiana/	200	988548	45.153	7153.321	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kids/	/kids/	200	1647375	45.667	13219.63	PASS
https://xn--80aehcht5ci1b.xn--p1ai/krasnormerskaya103/	/krasnormerskaya103/	200	1030019	42.809	6138.631	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_dom_prizrakov/	/kvest_v_realnosti_dom_prizrakov/	200	990849	47.106	4098.073	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_fantom/	/kvest_v_realnosti_fantom/	200	933439	53.856	6030.555	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_garri_potter_/	/kvest_v_realnosti_garri_potter_/	200	981415	45.329	4261.18	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_harry_potter_i_krestrazh/	/kvest_v_realnosti_harry_potter_i_krestrazh/	200	986409	195.67	5428.22	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_koralina/	/kvest_v_realnosti_koralina/	200	993237	42.475	3937.821	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_noch_v_museum_ograblenie/	/kvest_v_realnosti_noch_v_museum_ograblenie/	200	986856	51.083	7122.857	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_ograblenie_banka_bumazhniy_dom/	/kvest_v_realnosti_ograblenie_banka_bumazhniy_dom/	200	987178	102.867	9480.896	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_psihbolnitsa/	/kvest_v_realnosti_psihbolnitsa/	200	992094	47.112	4267.185	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_sherlock_holms/	/kvest_v_realnosti_sherlock_holms/	200	983206	44.383	5353.973	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_wednesday/	/kvest_v_realnosti_wednesday/	200	979572	46.203	3427.318	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_zamok_drakuly/	/kvest_v_realnosti_zamok_drakuly/	200	989365	52.305	4827.009	PASS
https://xn--80aehcht5ci1b.xn--p1ai/kvest_v_realnosti_zapad/	/kvest_v_realnosti_zapad/	200	948192	46.412	3614.08	PASS
https://xn--80aehcht5ci1b.xn--p1ai/magnitogorskaya1/	/magnitogorskaya1/	200	1231974	42.887	2897.588	PASS
https://xn--80aehcht5ci1b.xn--p1ai/minecraft/	/minecraft/	200	1130975	54.976	1978.724	PASS
https://xn--80aehcht5ci1b.xn--p1ai/minecraft-lend/	/minecraft-lend/	200	1121119	20.57	639.079	PASS
https://xn--80aehcht5ci1b.xn--p1ai/mira27/	/mira27/	200	900982	25.813	758.428	PASS
https://xn--80aehcht5ci1b.xn--p1ai/mystery_shack/	/mystery_shack/	200	994077	23.349	548.074	PASS
https://xn--80aehcht5ci1b.xn--p1ai/nagibina14/	/nagibina14/	200	1074683	20.363	417.613	PASS
https://xn--80aehcht5ci1b.xn--p1ai/nansena107/	/nansena107/	200	915592	25.77	505.046	PASS
https://xn--80aehcht5ci1b.xn--p1ai/new-year/	/new-year/	200	1272002	23.645	524.687	PASS
https://xn--80aehcht5ci1b.xn--p1ai/ono/	/ono/	200	1107221	29.652	705.717	PASS
https://xn--80aehcht5ci1b.xn--p1ai/party-games/	/party-games/	200	1039358	20.144	335.547	PASS
https://xn--80aehcht5ci1b.xn--p1ai/patologiya/	/patologiya/	200	908655	25.934	407.531	PASS
https://xn--80aehcht5ci1b.xn--p1ai/pirati/	/pirati/	200	1002197	23.268	344.098	PASS
https://xn--80aehcht5ci1b.xn--p1ai/pobeg/	/pobeg/	200	987377	21.662	279.911	PASS
https://xn--80aehcht5ci1b.xn--p1ai/portal-strike/	/portal-strike/	200	1039867	20.247	260.7	PASS
https://xn--80aehcht5ci1b.xn--p1ai/portal-strike-kids/	/portal-strike-kids/	200	1039119	29.877	525.398	PASS
https://xn--80aehcht5ci1b.xn--p1ai/portal-zombie/	/portal-zombie/	200	1040125	23.484	321.717	PASS
https://xn--80aehcht5ci1b.xn--p1ai/prazdnik-maxi/	/prazdnik-maxi/	200	1305948	25.884	483.51	PASS
https://xn--80aehcht5ci1b.xn--p1ai/prazdniki-pod-kluch/	/prazdniki-pod-kluch/	200	2632242	20.458	554.442	PASS
